title,rating,numberOfRatings
Star Wars: Episode VII - The Force Awakens (2015),3.8536585365853657,41
Remember the Titans (2000),3.7439024390243905,41
Heathers (1989),3.731707317073171,41
Time Bandits (1981),3.731707317073171,41
Peter Pan (1953),3.573170731707317,41
Thelma & Louise (1991),3.4634146341463414,41
Cars (2006),3.3780487804878048,41
Executive Decision (1996),3.3780487804878048,41
Gremlins (1984),3.3780487804878048,41
Hellboy (2004),3.3780487804878048,41
"Knight's Tale, A (2001)",3.341463414634146,41
So I Married an Axe Murderer (1993),3.317073170731707,41
8 Mile (2002),3.292682926829268,41
Road Trip (2000),3.0853658536585367,41
Striptease (1996),2.4146341463414633,41
"Boot, Das (Boat, The) (1981)",4.2125,40
Raging Bull (1980),4.1875,40
Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.075,40
"Road Warrior, The (Mad Max 2) (1981)",4.0375,40
Monty Python's The Meaning of Life (1983),3.95,40
Searching for Bobby Fischer (1993),3.875,40
"Hobbit: An Unexpected Journey, The (2012)",3.8125,40
Inside Man (2006),3.8,40
Witness (1985),3.65,40
Don Juan DeMarco (1995),3.6125,40
"Hudsucker Proxy, The (1994)",3.55,40
Enemy at the Gates (2001),3.5125,40
My Best Friend's Wedding (1997),3.5,40
King Kong (2005),3.4,40
Alice in Wonderland (1951),3.375,40
Madagascar (2005),3.375,40
Nell (1994),3.3375,40
Willow (1988),3.3375,40
Bend It Like Beckham (2002),3.3,40
"River Wild, The (1994)",3.25,40
Cruel Intentions (1999),3.225,40
Lara Croft: Tomb Raider (2001),2.9,40
Old Boy (2003),4.089743589743589,39
Boogie Nights (1997),4.076923076923077,39
"Iron Giant, The (1999)",4.051282051282051,39
Go (1999),3.9615384615384617,39
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",3.9358974358974357,39
Say Anything... (1989),3.923076923076923,39
"French Connection, The (1971)",3.871794871794872,39
"Last of the Mohicans, The (1992)",3.8333333333333335,39
Forgetting Sarah Marshall (2008),3.769230769230769,39
Mean Girls (2004),3.7564102564102564,39
Walk the Line (2005),3.7564102564102564,39
Akira (1988),3.7435897435897436,39
Sideways (2004),3.7435897435897436,39
Trading Places (1983),3.730769230769231,39
Elf (2003),3.6923076923076925,39
Pitch Black (2000),3.5641025641025643,39
Boys Don't Cry (1999),3.551282051282051,39
Dodgeball: A True Underdog Story (2004),3.551282051282051,39
Old School (2003),3.5128205128205128,39
Burn After Reading (2008),3.4871794871794872,39
Man on the Moon (1999),3.4871794871794872,39
Escape from New York (1981),3.448717948717949,39
Transformers (2007),3.3461538461538463,39
Little Shop of Horrors (1986),3.3333333333333335,39
"World Is Not Enough, The (1999)",3.3333333333333335,39
"Rocketeer, The (1991)",3.2564102564102564,39
Mystery Men (1999),3.08974358974359,39
Hannibal (2001),2.9358974358974357,39
Indiana Jones and the Kingdom of the Crystal Skull (2008),2.8333333333333335,39
Hollow Man (2000),2.2948717948717947,39
Whiplash (2014),4.0394736842105265,38
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",4.0131578947368425,38
The Machinist (2004),3.986842105263158,38
"Player, The (1992)",3.9473684210526314,38
Dog Day Afternoon (1975),3.9342105263157894,38
Hero (Ying xiong) (2002),3.9210526315789473,38
Lucky Number Slevin (2006),3.8552631578947367,38
Sherlock Holmes: A Game of Shadows (2011),3.763157894736842,38
Zodiac (2007),3.710526315789474,38
Despicable Me (2010),3.6842105263157894,38
"Karate Kid, The (1984)",3.5657894736842106,38
"Notebook, The (2004)",3.5657894736842106,38
Mad Max (1979),3.486842105263158,38
Bambi (1942),3.3684210526315788,38
"Addams Family, The (1991)",3.289473684210526,38
National Treasure (2004),3.263157894736842,38
Miracle on 34th Street (1994),3.223684210526316,38
Dangerous Minds (1995),3.1842105263157894,38
"Specialist, The (1994)",3.0789473684210527,38
Bowfinger (1999),2.960526315789474,38
Intouchables (2011),4.108108108108108,37
"Postman, The (Postino, Il) (1994)",4.027027027027027,37
My Neighbor Totoro (Tonari no Totoro) (1988),3.9594594594594597,37
American Gangster (2007),3.9054054054054053,37
Billy Elliot (2000),3.8513513513513513,37
"Emperor's New Groove, The (2000)",3.7162162162162162,37
Gone Girl (2014),3.7162162162162162,37
"Curious Case of Benjamin Button, The (2008)",3.5945945945945947,37
Fahrenheit 9/11 (2004),3.4864864864864864,37
"Life Aquatic with Steve Zissou, The (2004)",3.4864864864864864,37
Dune (1984),3.4324324324324325,37
"Doors, The (1991)",3.4054054054054053,37
Ransom (1996),3.3378378378378377,37
Napoleon Dynamite (2004),3.324324324324324,37
Cool Runnings (1993),3.081081081081081,37
Panic Room (2002),3.0,37
Free Willy (1993),2.391891891891892,37
Thank You for Smoking (2006),4.027777777777778,36
Kingsman: The Secret Service (2015),3.986111111111111,36
Rounders (1998),3.861111111111111,36
Breakfast at Tiffany's (1961),3.8472222222222223,36
"Fisher King, The (1991)",3.8055555555555554,36
From Russia with Love (1963),3.75,36
William Shakespeare's Romeo + Juliet (1996),3.7222222222222223,36
Swingers (1996),3.6944444444444446,36
Master and Commander: The Far Side of the World (2003),3.638888888888889,36
"Adventures of Priscilla, Queen of the Desert, The (1994)",3.5972222222222223,36
Robin Hood (1973),3.513888888888889,36
Mystery Science Theater 3000: The Movie (1996),3.486111111111111,36
Frequency (2000),3.4166666666666665,36
Mallrats (1995),3.4027777777777777,36
Carrie (1976),3.3472222222222223,36
Copycat (1995),3.2222222222222223,36
Fatal Attraction (1987),3.0972222222222223,36
Sister Act (1992),3.0277777777777777,36
Never Been Kissed (1999),2.9583333333333335,36
Jurassic Park III (2001),2.8472222222222223,36
Fantastic Four (2005),2.763888888888889,36
"Brady Bunch Movie, The (1995)",2.736111111111111,36
Bonnie and Clyde (1967),4.071428571428571,35
"Femme Nikita, La (Nikita) (1990)",4.071428571428571,35
Kiss Kiss Bang Bang (2005),4.071428571428571,35
My Fair Lady (1964),4.042857142857143,35
Lord of War (2005),3.7142857142857144,35
Coraline (2009),3.7,35
Bull Durham (1988),3.6714285714285713,35
"Time to Kill, A (1996)",3.657142857142857,35
Primal Fear (1996),3.642857142857143,35
Man on Fire (2004),3.6285714285714286,35
"Aviator, The (2004)",3.5285714285714285,35
Constantine (2005),3.4714285714285715,35
Quantum of Solace (2008),3.4571428571428573,35
Dumbo (1941),3.3857142857142857,35
"Thin Red Line, The (1998)",3.3,35
What About Bob? (1991),3.2714285714285714,35
Hackers (1995),3.2285714285714286,35
"Incredible Hulk, The (2008)",3.1714285714285713,35
Final Destination (2000),2.9285714285714284,35
Multiplicity (1996),2.842857142857143,35
Junior (1994),2.8285714285714287,35
Showgirls (1995),2.4714285714285715,35
Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.161764705882353,34
"Lives of Others, The (Das leben der Anderen) (2006)",4.117647058823529,34
"Hurt Locker, The (2008)",4.0588235294117645,34
Evil Dead II (Dead by Dawn) (1987),4.044117647058823,34
"African Queen, The (1951)",3.9705882352941178,34
Ben-Hur (1959),3.9411764705882355,34
Stripes (1981),3.7941176470588234,34
"Wrestler, The (2008)",3.735294117647059,34
Matchstick Men (2003),3.7205882352941178,34
Yes Man (2008),3.6176470588235294,34
Source Code (2011),3.6029411764705883,34
Stardust (2007),3.6029411764705883,34
West Side Story (1961),3.6029411764705883,34
Brokeback Mountain (2005),3.5588235294117645,34
"Devil Wears Prada, The (2006)",3.5588235294117645,34
"Dark Crystal, The (1982)",3.5441176470588234,34
"Jungle Book, The (1994)",3.5294117647058822,34
Thor (2011),3.514705882352941,34
Ghost World (2001),3.5,34
Rudy (1993),3.485294117647059,34
Harold and Kumar Go to White Castle (2004),3.4558823529411766,34
"Indian in the Cupboard, The (1995)",3.235294117647059,34
"Running Man, The (1987)",3.2205882352941178,34
Blade II (2002),3.2058823529411766,34
Jay and Silent Bob Strike Back (2001),3.161764705882353,34
Swordfish (2001),3.1029411764705883,34
Anger Management (2003),3.0588235294117645,34
Tank Girl (1995),2.823529411764706,34
Bring It On (2000),2.6911764705882355,34
For a Few Dollars More (Per qualche dollaro in più) (1965),4.151515151515151,33
Patton (1970),4.121212121212121,33
Manhattan (1979),4.106060606060606,33
"Producers, The (1968)",3.9696969696969697,33
Like Water for Chocolate (Como agua para chocolate) (1992),3.9393939393939394,33
Dr. No (1962),3.712121212121212,33
Punch-Drunk Love (2002),3.621212121212121,33
"Muppet Movie, The (1979)",3.590909090909091,33
Heavy Metal (1981),3.5454545454545454,33
Tropic Thunder (2008),3.5,33
Underworld (2003),3.5,33
K-PAX (2001),3.484848484848485,33
Ocean's Thirteen (2007),3.484848484848485,33
U-571 (2000),3.4242424242424243,33
"Long Kiss Goodnight, The (1996)",3.3181818181818183,33
Insomnia (2002),3.303030303030303,33
Matilda (1996),3.272727272727273,33
Muriel's Wedding (1994),3.272727272727273,33
Pretty in Pink (1986),3.242424242424242,33
Saw (2004),3.1818181818181817,33
Star Trek: Insurrection (1998),3.1515151515151514,33
Meet the Fockers (2004),3.106060606060606,33
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3.0454545454545454,33
Sgt. Bilko (1996),3.0454545454545454,33
Lethal Weapon 4 (1998),2.8484848484848486,33
"Dude, Where's My Car? (2000)",2.727272727272727,33
Hulk (2003),2.5606060606060606,33
Godzilla (1998),1.9545454545454546,33
Rosemary's Baby (1968),4.171875,32
"Dirty Dozen, The (1967)",3.96875,32
Moon (2009),3.96875,32
Zootopia (2016),3.890625,32
Out of Sight (1998),3.859375,32
The Count of Monte Cristo (2002),3.828125,32
Drive (2011),3.765625,32
Up in the Air (2009),3.71875,32
Looper (2012),3.640625,32
Finding Neverland (2004),3.609375,32
Gravity (2013),3.578125,32
Iron Man 3 (2013),3.5625,32
Captain America: The First Avenger (2011),3.546875,32
Team America: World Police (2004),3.46875,32
Tootsie (1982),3.421875,32
Live Free or Die Hard (2007),3.40625,32
To Die For (1995),3.3125,32
Phone Booth (2002),3.140625,32
"Beach, The (2000)",3.0625,32
"Quick and the Dead, The (1995)",2.953125,32
"Bodyguard, The (1992)",2.859375,32
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2.625,32
Dr. Dolittle (1998),2.609375,32
Daredevil (2003),2.5,32
I Know What You Did Last Summer (1997),2.109375,32
"Crazy, Stupid, Love. (2011)",3.9838709677419355,31
Emma (1996),3.903225806451613,31
The Revenant (2015),3.903225806451613,31
The Lego Movie (2014),3.870967741935484,31
Roger & Me (1989),3.838709677419355,31
"Madness of King George, The (1994)",3.7580645161290325,31
Captain America: The Winter Soldier (2014),3.7419354838709675,31
"Insider, The (1999)",3.7419354838709675,31
"Blind Side, The  (2009)",3.6774193548387095,31
Pineapple Express (2008),3.6774193548387095,31
Life of Pi (2012),3.629032258064516,31
Patriot Games (1992),3.5161290322580645,31
Babel (2006),3.5,31
JFK (1991),3.5,31
Hercules (1997),3.4516129032258065,31
Red Dragon (2002),3.435483870967742,31
City Slickers (1991),3.370967741935484,31
Rush Hour 2 (2001),3.370967741935484,31
Final Fantasy: The Spirits Within (2001),3.3548387096774195,31
"Island, The (2005)",3.3548387096774195,31
Wag the Dog (1997),3.338709677419355,31
Conan the Barbarian (1982),3.2580645161290325,31
"Craft, The (1996)",3.032258064516129,31
Shallow Hal (2001),3.032258064516129,31
Wild Things (1998),3.0161290322580645,31
Down Periscope (1996),2.9516129032258065,31
Beavis and Butt-Head Do America (1996),2.935483870967742,31
Scream 2 (1997),2.9193548387096775,31
Bio-Dome (1996),2.532258064516129,31
Home Alone 2: Lost in New York (1992),2.5161290322580645,31
"Manchurian Candidate, The (1962)",4.25,30
Limitless (2011),3.95,30
Battle Royale (Batoru rowaiaru) (2000),3.933333333333333,30
Deliverance (1972),3.9,30
X-Men: Days of Future Past (2014),3.8333333333333335,30
Sabrina (1954),3.7666666666666666,30
October Sky (1999),3.75,30
Silver Linings Playbook (2012),3.716666666666667,30
Sweeney Todd: The Demon Barber of Fleet Street (2007),3.716666666666667,30
Wallace & Gromit in The Curse of the Were-Rabbit (2005),3.6333333333333333,30
Bullets Over Broadway (1994),3.5833333333333335,30
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),3.566666666666667,30
First Blood (Rambo: First Blood) (1982),3.55,30
Fried Green Tomatoes (1991),3.5,30
Brave (2012),3.466666666666667,30
"Negotiator, The (1998)",3.35,30
"Amazing Spider-Man, The (2012)",3.25,30
"Saint, The (1997)",3.216666666666667,30
Resident Evil (2002),3.0833333333333335,30
Under Siege 2: Dark Territory (1995),2.716666666666667,30
Star Trek V: The Final Frontier (1989),2.6666666666666665,30
"Philadelphia Story, The (1940)",4.310344827586207,29
Hoop Dreams (1994),4.293103448275862,29
Arsenic and Old Lace (1944),3.8793103448275863,29
John Wick (2014),3.8448275862068964,29
Lilo & Stitch (2002),3.810344827586207,29
Moonrise Kingdom (2012),3.7758620689655173,29
Sleepers (1996),3.6724137931034484,29
Frozen (2013),3.6206896551724137,29
Easy Rider (1969),3.603448275862069,29
Dracula (Bram Stoker's Dracula) (1992),3.4655172413793105,29
Titan A.E. (2000),3.413793103448276,29
Courage Under Fire (1996),3.3275862068965516,29
Grumpy Old Men (1993),3.293103448275862,29
How to Lose a Guy in 10 Days (2003),3.2758620689655173,29
Hancock (2008),3.0344827586206895,29
Romy and Michele's High School Reunion (1997),2.9655172413793105,29
She's All That (1999),2.8448275862068964,29
Babe: Pig in the City (1998),2.7758620689655173,29
Deep Blue Sea (1999),2.7758620689655173,29
"Karate Kid, Part II, The (1986)",2.7758620689655173,29
Coyote Ugly (2000),2.7413793103448274,29
Rocky IV (1985),2.706896551724138,29
Scream 3 (2000),2.6724137931034484,29
Spy Hard (1996),2.5172413793103448,29
Lost in Space (1998),2.4482758620689653,29
There Will Be Blood (2007),4.142857142857143,28
"Grand Day Out with Wallace and Gromit, A (1989)",4.089285714285714,28
Monty Python's And Now for Something Completely Different (1971),4.053571428571429,28
"Killing Fields, The (1984)",4.017857142857143,28
Argo (2012),3.982142857142857,28
Ex Machina (2015),3.9107142857142856,28
"Gods Must Be Crazy, The (1980)",3.892857142857143,28
Big Trouble in Little China (1986),3.857142857142857,28
Night of the Living Dead (1968),3.75,28
Sleeper (1973),3.75,28
True Grit (2010),3.75,28
Finding Forrester (2000),3.7142857142857144,28
Mission: Impossible III (2006),3.5892857142857144,28
Step Brothers (2008),3.5535714285714284,28
"Girl, Interrupted (1999)",3.4642857142857144,28
Mighty Aphrodite (1995),3.4642857142857144,28
Broadcast News (1987),3.4285714285714284,28
Strange Days (1995),3.25,28
Talladega Nights: The Ballad of Ricky Bobby (2006),3.25,28
"Waterboy, The (1998)",3.1785714285714284,28
Powder (1995),3.125,28
Sweet Home Alabama (2002),3.0535714285714284,28
Robin Hood: Prince of Thieves (1991),3.017857142857143,28
Mary Shelley's Frankenstein (Frankenstein) (1994),2.9464285714285716,28
Spy Kids (2001),2.9464285714285716,28
Alice in Wonderland (2010),2.875,28
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.333333333333333,27
Ghost in the Shell (Kôkaku kidôtai) (1995),4.148148148148148,27
Wallace & Gromit: The Best of Aardman Animation (1996),4.092592592592593,27
Do the Right Thing (1989),4.037037037037037,27
All the President's Men (1976),4.018518518518518,27
"Apartment, The (1960)",3.962962962962963,27
Guardians of the Galaxy 2 (2017),3.925925925925926,27
Rogue One: A Star Wars Story (2016),3.925925925925926,27
"Planes, Trains & Automobiles (1987)",3.8518518518518516,27
Gandhi (1982),3.8333333333333335,27
Easy A (2010),3.7962962962962963,27
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",3.7962962962962963,27
Ant-Man (2015),3.7222222222222223,27
Halloween (1978),3.7222222222222223,27
Gosford Park (2001),3.7037037037037037,27
Better Off Dead... (1985),3.685185185185185,27
Star Trek Into Darkness (2013),3.685185185185185,27
"Grifters, The (1990)",3.6296296296296298,27
Scent of a Woman (1992),3.5925925925925926,27
Moonstruck (1987),3.5555555555555554,27
Pride & Prejudice (2005),3.5555555555555554,27
"People vs. Larry Flynt, The (1996)",3.537037037037037,27
Avengers: Age of Ultron (2015),3.5185185185185186,27
"History of Violence, A (2005)",3.5,27
Spy Game (2001),3.4814814814814814,27
Rise of the Planet of the Apes (2011),3.462962962962963,27
Cube (1997),3.425925925925926,27
Grindhouse (2007),3.425925925925926,27
"Jerk, The (1979)",3.3703703703703702,27
Patch Adams (1998),3.3703703703703702,27
Cloverfield (2008),3.3518518518518516,27
Prometheus (2012),3.2962962962962963,27
Wayne's World 2 (1993),3.2962962962962963,27
Bedazzled (2000),3.074074074074074,27
Evolution (2001),3.037037037037037,27
"Princess Diaries, The (2001)",3.037037037037037,27
"Nightmare on Elm Street, A (1984)",3.0,27
Die Another Day (2002),2.925925925925926,27
Forever Young (1992),2.8518518518518516,27
"Island of Dr. Moreau, The (1996)",2.740740740740741,27
Charlie's Angels: Full Throttle (2003),2.3703703703703702,27
Angels in the Outfield (1994),2.3333333333333335,27
Anaconda (1997),1.9259259259259258,27
Harold and Maude (1971),4.288461538461538,26
Roman Holiday (1953),4.0576923076923075,26
Arrival (2016),3.980769230769231,26
"Big Short, The (2015)",3.9615384615384617,26
Moneyball (2011),3.8846153846153846,26
21 Jump Street (2012),3.8653846153846154,26
"Virgin Suicides, The (1999)",3.769230769230769,26
"Cider House Rules, The (1999)",3.75,26
"Lost Boys, The (1987)",3.7115384615384617,26
"Last Emperor, The (1987)",3.6923076923076925,26
Waking Ned Devine (a.k.a. Waking Ned) (1998),3.673076923076923,26
